STATISTIC Label,year,month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,1971,May,Base December 2016=100,Base = 100,
Consumer Price Index,1971,May,Base December 2023=100,Base = 100,
Consumer Price Index,1971,June,Base July 1914=100,Base = 100,801.9
Consumer Price Index,1971,June,Base August 1947=100,Base = 100,251.4
Consumer Price Index,1971,June,Base August 1953=100,Base = 100,201.1
Consumer Price Index,1971,June,Base November 1968=100,Base = 100,123.6
Consumer Price Index,1971,June,Base November 1975=100,Base = 100,
Consumer Price Index,1971,June,Base November 1982=100,Base = 100,
Consumer Price Index,1971,June,Base November 1989=100,Base = 100,
Consumer Price Index,1971,June,Base November 1996=100,Base = 100,
Consumer Price Index,1971,June,Base December 2001=100,Base = 100,
Consumer Price Index,1971,June,Base December 2006=100,Base = 100,
Consumer Price Index,1971,June,Base December 2011=100,Base = 100,
Consumer Price Index,1971,June,Base December 2016=100,Base = 100,
Consumer Price Index,1971,June,Base December 2023=100,Base = 100,
Consumer Price Index,1971,July,Base July 1914=100,Base = 100,817.4
Consumer Price Index,1971,July,Base August 1947=100,Base = 100,256.3
Consumer Price Index,1971,July,Base August 1953=100,Base = 100,205
Consumer Price Index,1971,July,Base November 1968=100,Base = 100,126
Consumer Price Index,1971,July,Base November 1975=100,Base = 100,
Consumer Price Index,1971,July,Base November 1982=100,Base = 100,
Consumer Price Index,1971,July,Base November 1989=100,Base = 100,
Consumer Price Index,1971,July,Base November 1996=100,Base = 100,
Consumer Price Index,1971,July,Base December 2001=100,Base = 100,
Consumer Price Index,1971,July,Base December 2006=100,Base = 100,
Consumer Price Index,1971,July,Base December 2011=100,Base = 100,
Consumer Price Index,1971,July,Base December 2016=100,Base = 100,
Consumer Price Index,1971,July,Base December 2023=100,Base = 100,
Consumer Price Index,1971,August,Base July 1914=100,Base = 100,817.4
Consumer Price Index,1971,August,Base August 1947=100,Base = 100,256.3
Consumer Price Index,1971,August,Base August 1953=100,Base = 100,205
Consumer Price Index,1971,August,Base November 1968=100,Base = 100,126
Consumer Price Index,1971,August,Base November 1975=100,Base = 100,
Consumer Price Index,1971,August,Base November 1982=100,Base = 100,
Consumer Price Index,1971,August,Base November 1989=100,Base = 100,
Consumer Price Index,1971,August,Base November 1996=100,Base = 100,
Consumer Price Index,1971,August,Base December 2001=100,Base = 100,
Consumer Price Index,1971,August,Base December 2006=100,Base = 100,
Consumer Price Index,1971,August,Base December 2011=100,Base = 100,
Consumer Price Index,1971,August,Base December 2016=100,Base = 100,
Consumer Price Index,1971,August,Base December 2023=100,Base = 100,
Consumer Price Index,1971,September,Base July 1914=100,Base = 100,817.4
Consumer Price Index,1971,September,Base August 1947=100,Base = 100,256.3
Consumer Price Index,1971,September,Base August 1953=100,Base = 100,205
Consumer Price Index,1971,September,Base November 1968=100,Base = 100,126
Consumer Price Index,1971,September,Base November 1975=100,Base = 100,
Consumer Price Index,1971,September,Base November 1982=100,Base = 100,
Consumer Price Index,1971,September,Base November 1989=100,Base = 100,
Consumer Price Index,1971,September,Base November 1996=100,Base = 100,
Consumer Price Index,1971,September,Base December 2001=100,Base = 100,
Consumer Price Index,1971,September,Base December 2006=100,Base = 100,
Consumer Price Index,1971,September,Base December 2011=100,Base = 100,
Consumer Price Index,1971,September,Base December 2016=100,Base = 100,
Consumer Price Index,1971,September,Base December 2023=100,Base = 100,
Consumer Price Index,1971,October,Base July 1914=100,Base = 100,834.3
Consumer Price Index,1971,October,Base August 1947=100,Base = 100,261.5
Consumer Price Index,1971,October,Base August 1953=100,Base = 100,209.2
Consumer Price Index,1971,October,Base November 1968=100,Base = 100,128.6
Consumer Price Index,1971,October,Base November 1975=100,Base = 100,
Consumer Price Index,1971,October,Base November 1982=100,Base = 100,
Consumer Price Index,1971,October,Base November 1989=100,Base = 100,
Consumer Price Index,1971,October,Base November 1996=100,Base = 100,
Consumer Price Index,1971,October,Base December 2001=100,Base = 100,
Consumer Price Index,1971,October,Base December 2006=100,Base = 100,
Consumer Price Index,1971,October,Base December 2011=100,Base = 100,
Consumer Price Index,1971,October,Base December 2016=100,Base = 100,
Consumer Price Index,1971,October,Base December 2023=100,Base = 100,
Consumer Price Index,1971,November,Base July 1914=100,Base = 100,834.3
Consumer Price Index,1971,November,Base August 1947=100,Base = 100,261.5
Consumer Price Index,1971,November,Base August 1953=100,Base = 100,209.2
Consumer Price Index,1971,November,Base November 1968=100,Base = 100,128.6
Consumer Price Index,1971,November,Base November 1975=100,Base = 100,
Consumer Price Index,1971,November,Base November 1982=100,Base = 100,
Consumer Price Index,1971,November,Base November 1989=100,Base = 100,
Consumer Price Index,1971,November,Base November 1996=100,Base = 100,
Consumer Price Index,1971,November,Base December 2001=100,Base = 100,
Consumer Price Index,1971,November,Base December 2006=100,Base = 100,
Consumer Price Index,1971,November,Base December 2011=100,Base = 100,
Consumer Price Index,1971,November,Base December 2016=100,Base = 100,
Consumer Price Index,1971,November,Base December 2023=100,Base = 100,
Consumer Price Index,1971,December,Base July 1914=100,Base = 100,834.3
Consumer Price Index,1971,December,Base August 1947=100,Base = 100,261.5
Consumer Price Index,1971,December,Base August 1953=100,Base = 100,209.2
Consumer Price Index,1971,December,Base November 1968=100,Base = 100,128.6
Consumer Price Index,1971,December,Base November 1975=100,Base = 100,
Consumer Price Index,1971,December,Base November 1982=100,Base = 100,
Consumer Price Index,1971,December,Base November 1989=100,Base = 100,
Consumer Price Index,1971,December,Base November 1996=100,Base = 100,
Consumer Price Index,1971,December,Base December 2001=100,Base = 100,
Consumer Price Index,1971,December,Base December 2006=100,Base = 100,
Consumer Price Index,1971,December,Base December 2011=100,Base = 100,
Consumer Price Index,1971,December,Base December 2016=100,Base = 100,
Consumer Price Index,1971,December,Base December 2023=100,Base = 100,
Consumer Price Index,1972,January,Base July 1914=100,Base = 100,853.1
Consumer Price Index,1972,January,Base August 1947=100,Base = 100,267.4
Consumer Price Index,1972,January,Base August 1953=100,Base = 100,214
Consumer Price Index,1972,January,Base November 1968=100,Base = 100,131.5
Consumer Price Index,1972,January,Base November 1975=100,Base = 100,
Consumer Price Index,1972,January,Base November 1982=100,Base = 100,
Consumer Price Index,1972,January,Base November 1989=100,Base = 100,
Consumer Price Index,1972,January,Base November 1996=100,Base = 100,
Consumer Price Index,1972,January,Base December 2001=100,Base = 100,
Consumer Price Index,1972,January,Base December 2006=100,Base = 100,
Consumer Price Index,1972,January,Base December 2011=100,Base = 100,
Consumer Price Index,1972,January,Base December 2016=100,Base = 100,
Consumer Price Index,1972,January,Base December 2023=100,Base = 100,
Consumer Price Index,1972,February,Base July 1914=100,Base = 100,853.1
Consumer Price Index,1972,February,Base August 1947=100,Base = 100,267.4
Consumer Price Index,1972,February,Base August 1953=100,Base = 100,214
Consumer Price Index,1972,February,Base November 1968=100,Base = 100,131.5
Consumer Price Index,1972,February,Base November 1975=100,Base = 100,
Consumer Price Index,1972,February,Base November 1982=100,Base = 100,
Consumer Price Index,1972,February,Base November 1989=100,Base = 100,
Consumer Price Index,1972,February,Base November 1996=100,Base = 100,
Consumer Price Index,1972,February,Base December 2001=100,Base = 100,
Consumer Price Index,1972,February,Base December 2006=100,Base = 100,
Consumer Price Index,1972,February,Base December 2011=100,Base = 100,
Consumer Price Index,1972,February,Base December 2016=100,Base = 100,
Consumer Price Index,1972,February,Base December 2023=100,Base = 100,
Consumer Price Index,1972,March,Base July 1914=100,Base = 100,853.1
Consumer Price Index,1972,March,Base August 1947=100,Base = 100,267.4
Consumer Price Index,1972,March,Base August 1953=100,Base = 100,214
Consumer Price Index,1972,March,Base November 1968=100,Base = 100,131.5
Consumer Price Index,1972,March,Base November 1975=100,Base = 100,
Consumer Price Index,1972,March,Base November 1982=100,Base = 100,
Consumer Price Index,1972,March,Base November 1989=100,Base = 100,
Consumer Price Index,1972,March,Base November 1996=100,Base = 100,
Consumer Price Index,1972,March,Base December 2001=100,Base = 100,
Consumer Price Index,1972,March,Base December 2006=100,Base = 100,
Consumer Price Index,1972,March,Base December 2011=100,Base = 100,
Consumer Price Index,1972,March,Base December 2016=100,Base = 100,
Consumer Price Index,1972,March,Base December 2023=100,Base = 100,
Consumer Price Index,1972,April,Base July 1914=100,Base = 100,866.1
Consumer Price Index,1972,April,Base August 1947=100,Base = 100,271.5
Consumer Price Index,1972,April,Base August 1953=100,Base = 100,217.2
Consumer Price Index,1972,April,Base November 1968=100,Base = 100,133.5
Consumer Price Index,1972,April,Base November 1975=100,Base = 100,
Consumer Price Index,1972,April,Base November 1982=100,Base = 100,
Consumer Price Index,1972,April,Base November 1989=100,Base = 100,
Consumer Price Index,1972,April,Base November 1996=100,Base = 100,
Consumer Price Index,1972,April,Base December 2001=100,Base = 100,
Consumer Price Index,1972,April,Base December 2006=100,Base = 100,
Consumer Price Index,1972,April,Base December 2011=100,Base = 100,
Consumer Price Index,1972,April,Base December 2016=100,Base = 100,
Consumer Price Index,1972,April,Base December 2023=100,Base = 100,
Consumer Price Index,1972,May,Base July 1914=100,Base = 100,866.1
Consumer Price Index,1972,May,Base August 1947=100,Base = 100,271.5
Consumer Price Index,1972,May,Base August 1953=100,Base = 100,217.2
Consumer Price Index,1972,May,Base November 1968=100,Base = 100,133.5
Consumer Price Index,1972,May,Base November 1975=100,Base = 100,
Consumer Price Index,1972,May,Base November 1982=100,Base = 100,
Consumer Price Index,1972,May,Base November 1989=100,Base = 100,
Consumer Price Index,1972,May,Base November 1996=100,Base = 100,
Consumer Price Index,1972,May,Base December 2001=100,Base = 100,
Consumer Price Index,1972,May,Base December 2006=100,Base = 100,
Consumer Price Index,1972,May,Base December 2011=100,Base = 100,
Consumer Price Index,1972,May,Base December 2016=100,Base = 100,
Consumer Price Index,1972,May,Base December 2023=100,Base = 100,
Consumer Price Index,1972,June,Base July 1914=100,Base = 100,866.1
Consumer Price Index,1972,June,Base August 1947=100,Base = 100,271.5
Consumer Price Index,1972,June,Base August 1953=100,Base = 100,217.2
Consumer Price Index,1972,June,Base November 1968=100,Base = 100,133.5
Consumer Price Index,1972,June,Base November 1975=100,Base = 100,
Consumer Price Index,1972,June,Base November 1982=100,Base = 100,
Consumer Price Index,1972,June,Base November 1989=100,Base = 100,
Consumer Price Index,1972,June,Base November 1996=100,Base = 100,
Consumer Price Index,1972,June,Base December 2001=100,Base = 100,
Consumer Price Index,1972,June,Base December 2006=100,Base = 100,
Consumer Price Index,1972,June,Base December 2011=100,Base = 100,
Consumer Price Index,1972,June,Base December 2016=100,Base = 100,
Consumer Price Index,1972,June,Base December 2023=100,Base = 100,
Consumer Price Index,1972,July,Base July 1914=100,Base = 100,890.1
Consumer Price Index,1972,July,Base August 1947=100,Base = 100,279
Consumer Price Index,1972,July,Base August 1953=100,Base = 100,223.2
Consumer Price Index,1972,July,Base November 1968=100,Base = 100,137.2
Consumer Price Index,1972,July,Base November 1975=100,Base = 100,
Consumer Price Index,1972,July,Base November 1982=100,Base = 100,
Consumer Price Index,1972,July,Base November 1989=100,Base = 100,
Consumer Price Index,1972,July,Base November 1996=100,Base = 100,
Consumer Price Index,1972,July,Base December 2001=100,Base = 100,
Consumer Price Index,1972,July,Base December 2006=100,Base = 100,
Consumer Price Index,1972,July,Base December 2011=100,Base = 100,
Consumer Price Index,1972,July,Base December 2016=100,Base = 100,
Consumer Price Index,1972,July,Base December 2023=100,Base = 100,
Consumer Price Index,1972,August,Base July 1914=100,Base = 100,890.1
Consumer Price Index,1972,August,Base August 1947=100,Base = 100,279
Consumer Price Index,1972,August,Base August 1953=100,Base = 100,223.2
Consumer Price Index,1972,August,Base November 1968=100,Base = 100,137.2
Consumer Price Index,1972,August,Base November 1975=100,Base = 100,
Consumer Price Index,1972,August,Base November 1982=100,Base = 100,
Consumer Price Index,1972,August,Base November 1989=100,Base = 100,
Consumer Price Index,1972,August,Base November 1996=100,Base = 100,
Consumer Price Index,1972,August,Base December 2001=100,Base = 100,
Consumer Price Index,1972,August,Base December 2006=100,Base = 100,
Consumer Price Index,1972,August,Base December 2011=100,Base = 100,
Consumer Price Index,1972,August,Base December 2016=100,Base = 100,
Consumer Price Index,1972,August,Base December 2023=100,Base = 100,
Consumer Price Index,1972,September,Base July 1914=100,Base = 100,890.1
Consumer Price Index,1972,September,Base August 1947=100,Base = 100,279
Consumer Price Index,1972,September,Base August 1953=100,Base = 100,223.2
Consumer Price Index,1972,September,Base November 1968=100,Base = 100,137.2
Consumer Price Index,1972,September,Base November 1975=100,Base = 100,
Consumer Price Index,1972,September,Base November 1982=100,Base = 100,
Consumer Price Index,1972,September,Base November 1989=100,Base = 100,
Consumer Price Index,1972,September,Base November 1996=100,Base = 100,
Consumer Price Index,1972,September,Base December 2001=100,Base = 100,
Consumer Price Index,1972,September,Base December 2006=100,Base = 100,
Consumer Price Index,1972,September,Base December 2011=100,Base = 100,
Consumer Price Index,1972,September,Base December 2016=100,Base = 100,
Consumer Price Index,1972,September,Base December 2023=100,Base = 100,
Consumer Price Index,1972,October,Base July 1914=100,Base = 100,903.1
Consumer Price Index,1972,October,Base August 1947=100,Base = 100,283.1
Consumer Price Index,1972,October,Base August 1953=100,Base = 100,226.5
Consumer Price Index,1972,October,Base November 1968=100,Base = 100,139.2
Consumer Price Index,1972,October,Base November 1975=100,Base = 100,
Consumer Price Index,1972,October,Base November 1982=100,Base = 100,
Consumer Price Index,1972,October,Base November 1989=100,Base = 100,
Consumer Price Index,1972,October,Base November 1996=100,Base = 100,
Consumer Price Index,1972,October,Base December 2001=100,Base = 100,
Consumer Price Index,1972,October,Base December 2006=100,Base = 100,
Consumer Price Index,1972,October,Base December 2011=100,Base = 100,
Consumer Price Index,1972,October,Base December 2016=100,Base = 100,
Consumer Price Index,1972,October,Base December 2023=100,Base = 100,
Consumer Price Index,1972,November,Base July 1914=100,Base = 100,903.1
Consumer Price Index,1972,November,Base August 1947=100,Base = 100,283.1
Consumer Price Index,1972,November,Base August 1953=100,Base = 100,226.5
Consumer Price Index,1972,November,Base November 1968=100,Base = 100,139.2
Consumer Price Index,1972,November,Base November 1975=100,Base = 100,
Consumer Price Index,1972,November,Base November 1982=100,Base = 100,
Consumer Price Index,1972,November,Base November 1989=100,Base = 100,
Consumer Price Index,1972,November,Base November 1996=100,Base = 100,
Consumer Price Index,1972,November,Base December 2001=100,Base = 100,
Consumer Price Index,1972,November,Base December 2006=100,Base = 100,
Consumer Price Index,1972,November,Base December 2011=100,Base = 100,
Consumer Price Index,1972,November,Base December 2016=100,Base = 100,
Consumer Price Index,1972,November,Base December 2023=100,Base = 100,
Consumer Price Index,1972,December,Base July 1914=100,Base = 100,903.1
Consumer Price Index,1972,December,Base August 1947=100,Base = 100,283.1
Consumer Price Index,1972,December,Base August 1953=100,Base = 100,226.5
Consumer Price Index,1972,December,Base November 1968=100,Base = 100,139.2
Consumer Price Index,1972,December,Base November 1975=100,Base = 100,
Consumer Price Index,1972,December,Base November 1982=100,Base = 100,
Consumer Price Index,1972,December,Base November 1989=100,Base = 100,
Consumer Price Index,1972,December,Base November 1996=100,Base = 100,
Consumer Price Index,1972,December,Base December 2001=100,Base = 100,
Consumer Price Index,1972,December,Base December 2006=100,Base = 100,
Consumer Price Index,1972,December,Base December 2011=100,Base = 100,
Consumer Price Index,1972,December,Base December 2016=100,Base = 100,
Consumer Price Index,1972,December,Base December 2023=100,Base = 100,
Consumer Price Index,1973,January,Base July 1914=100,Base = 100,938.8
Consumer Price Index,1973,January,Base August 1947=100,Base = 100,294.3
Consumer Price Index,1973,January,Base August 1953=100,Base = 100,235.4
Consumer Price Index,1973,January,Base November 1968=100,Base = 100,144.7
Consumer Price Index,1973,January,Base November 1975=100,Base = 100,
Consumer Price Index,1973,January,Base November 1982=100,Base = 100,
Consumer Price Index,1973,January,Base November 1989=100,Base = 100,
Consumer Price Index,1973,January,Base November 1996=100,Base = 100,
Consumer Price Index,1973,January,Base December 2001=100,Base = 100,
Consumer Price Index,1973,January,Base December 2006=100,Base = 100,
Consumer Price Index,1973,January,Base December 2011=100,Base = 100,
Consumer Price Index,1973,January,Base December 2016=100,Base = 100,
Consumer Price Index,1973,January,Base December 2023=100,Base = 100,
Consumer Price Index,1973,February,Base July 1914=100,Base = 100,938.8
Consumer Price Index,1973,February,Base August 1947=100,Base = 100,294.3
Consumer Price Index,1973,February,Base August 1953=100,Base = 100,235.4
Consumer Price Index,1973,February,Base November 1968=100,Base = 100,144.7
Consumer Price Index,1973,February,Base November 1975=100,Base = 100,
Consumer Price Index,1973,February,Base November 1982=100,Base = 100,
Consumer Price Index,1973,February,Base November 1989=100,Base = 100,
Consumer Price Index,1973,February,Base November 1996=100,Base = 100,
Consumer Price Index,1973,February,Base December 2001=100,Base = 100,
Consumer Price Index,1973,February,Base December 2006=100,Base = 100,
Consumer Price Index,1973,February,Base December 2011=100,Base = 100,
Consumer Price Index,1973,February,Base December 2016=100,Base = 100,
Consumer Price Index,1973,February,Base December 2023=100,Base = 100,
Consumer Price Index,1973,March,Base July 1914=100,Base = 100,938.8
Consumer Price Index,1973,March,Base August 1947=100,Base = 100,294.3
Consumer Price Index,1973,March,Base August 1953=100,Base = 100,235.4
Consumer Price Index,1973,March,Base November 1968=100,Base = 100,144.7
Consumer Price Index,1973,March,Base November 1975=100,Base = 100,
Consumer Price Index,1973,March,Base November 1982=100,Base = 100,
Consumer Price Index,1973,March,Base November 1989=100,Base = 100,
Consumer Price Index,1973,March,Base November 1996=100,Base = 100,
Consumer Price Index,1973,March,Base December 2001=100,Base = 100,
Consumer Price Index,1973,March,Base December 2006=100,Base = 100,
Consumer Price Index,1973,March,Base December 2011=100,Base = 100,
Consumer Price Index,1973,March,Base December 2016=100,Base = 100,
Consumer Price Index,1973,March,Base December 2023=100,Base = 100,
Consumer Price Index,1973,April,Base July 1914=100,Base = 100,967.3
Consumer Price Index,1973,April,Base August 1947=100,Base = 100,303.2
Consumer Price Index,1973,April,Base August 1953=100,Base = 100,242.6
Consumer Price Index,1973,April,Base November 1968=100,Base = 100,149.1
Consumer Price Index,1973,April,Base November 1975=100,Base = 100,
Consumer Price Index,1973,April,Base November 1982=100,Base = 100,
Consumer Price Index,1973,April,Base November 1989=100,Base = 100,
Consumer Price Index,1973,April,Base November 1996=100,Base = 100,
Consumer Price Index,1973,April,Base December 2001=100,Base = 100,
Consumer Price Index,1973,April,Base December 2006=100,Base = 100,
Consumer Price Index,1973,April,Base December 2011=100,Base = 100,
Consumer Price Index,1973,April,Base December 2016=100,Base = 100,
Consumer Price Index,1973,April,Base December 2023=100,Base = 100,
Consumer Price Index,1973,May,Base July 1914=100,Base = 100,967.3
Consumer Price Index,1973,May,Base August 1947=100,Base = 100,303.2
Consumer Price Index,1973,May,Base August 1953=100,Base = 100,242.6
Consumer Price Index,1973,May,Base November 1968=100,Base = 100,149.1
Consumer Price Index,1973,May,Base November 1975=100,Base = 100,
Consumer Price Index,1973,May,Base November 1982=100,Base = 100,
Consumer Price Index,1973,May,Base November 1989=100,Base = 100,
Consumer Price Index,1973,May,Base November 1996=100,Base = 100,
Consumer Price Index,1973,May,Base December 2001=100,Base = 100,
Consumer Price Index,1973,May,Base December 2006=100,Base = 100,
Consumer Price Index,1973,May,Base December 2011=100,Base = 100,
Consumer Price Index,1973,May,Base December 2016=100,Base = 100,
Consumer Price Index,1973,May,Base December 2023=100,Base = 100,
Consumer Price Index,1973,June,Base July 1914=100,Base = 100,967.3
Consumer Price Index,1973,June,Base August 1947=100,Base = 100,303.2
Consumer Price Index,1973,June,Base August 1953=100,Base = 100,242.6
Consumer Price Index,1973,June,Base November 1968=100,Base = 100,149.1
Consumer Price Index,1973,June,Base November 1975=100,Base = 100,
Consumer Price Index,1973,June,Base November 1982=100,Base = 100,
Consumer Price Index,1973,June,Base November 1989=100,Base = 100,
Consumer Price Index,1973,June,Base November 1996=100,Base = 100,
Consumer Price Index,1973,June,Base December 2001=100,Base = 100,
Consumer Price Index,1973,June,Base December 2006=100,Base = 100,
Consumer Price Index,1973,June,Base December 2011=100,Base = 100,
Consumer Price Index,1973,June,Base December 2016=100,Base = 100,
Consumer Price Index,1973,June,Base December 2023=100,Base = 100,
Consumer Price Index,1973,July,Base July 1914=100,Base = 100,990
Consumer Price Index,1973,July,Base August 1947=100,Base = 100,310.4
Consumer Price Index,1973,July,Base August 1953=100,Base = 100,248.3
Consumer Price Index,1973,July,Base November 1968=100,Base = 100,152.6
Consumer Price Index,1973,July,Base November 1975=100,Base = 100,
Consumer Price Index,1973,July,Base November 1982=100,Base = 100,
Consumer Price Index,1973,July,Base November 1989=100,Base = 100,
Consumer Price Index,1973,July,Base November 1996=100,Base = 100,
Consumer Price Index,1973,July,Base December 2001=100,Base = 100,
Consumer Price Index,1973,July,Base December 2006=100,Base = 100,
Consumer Price Index,1973,July,Base December 2011=100,Base = 100,
Consumer Price Index,1973,July,Base December 2016=100,Base = 100,
Consumer Price Index,1973,July,Base December 2023=100,Base = 100,
Consumer Price Index,1973,August,Base July 1914=100,Base = 100,990
Consumer Price Index,1973,August,Base August 1947=100,Base = 100,310.4
Consumer Price Index,1973,August,Base August 1953=100,Base = 100,248.3
Consumer Price Index,1973,August,Base November 1968=100,Base = 100,152.6
Consumer Price Index,1973,August,Base November 1975=100,Base = 100,
Consumer Price Index,1973,August,Base November 1982=100,Base = 100,
Consumer Price Index,1973,August,Base November 1989=100,Base = 100,
Consumer Price Index,1973,August,Base November 1996=100,Base = 100,
Consumer Price Index,1973,August,Base December 2001=100,Base = 100,
Consumer Price Index,1973,August,Base December 2006=100,Base = 100,
Consumer Price Index,1973,August,Base December 2011=100,Base = 100,
Consumer Price Index,1973,August,Base December 2016=100,Base = 100,
Consumer Price Index,1973,August,Base December 2023=100,Base = 100,
Consumer Price Index,1973,September,Base July 1914=100,Base = 100,990
Consumer Price Index,1973,September,Base August 1947=100,Base = 100,310.4
Consumer Price Index,1973,September,Base August 1953=100,Base = 100,248.3
Consumer Price Index,1973,September,Base November 1968=100,Base = 100,152.6
Consumer Price Index,1973,September,Base November 1975=100,Base = 100,
Consumer Price Index,1973,September,Base November 1982=100,Base = 100,
Consumer Price Index,1973,September,Base November 1989=100,Base = 100,
Consumer Price Index,1973,September,Base November 1996=100,Base = 100,
Consumer Price Index,1973,September,Base December 2001=100,Base = 100,
Consumer Price Index,1973,September,Base December 2006=100,Base = 100,
Consumer Price Index,1973,September,Base December 2011=100,Base = 100,
Consumer Price Index,1973,September,Base December 2016=100,Base = 100,
Consumer Price Index,1973,September,Base December 2023=100,Base = 100,
Consumer Price Index,1973,October,Base July 1914=100,Base = 100,1017.3
Consumer Price Index,1973,October,Base August 1947=100,Base = 100,318.9
Consumer Price Index,1973,October,Base August 1953=100,Base = 100,255.1
Consumer Price Index,1973,October,Base November 1968=100,Base = 100,156.8
Consumer Price Index,1973,October,Base November 1975=100,Base = 100,
Consumer Price Index,1973,October,Base November 1982=100,Base = 100,
Consumer Price Index,1973,October,Base November 1989=100,Base = 100,
Consumer Price Index,1973,October,Base November 1996=100,Base = 100,
Consumer Price Index,1973,October,Base December 2001=100,Base = 100,
Consumer Price Index,1973,October,Base December 2006=100,Base = 100,
Consumer Price Index,1973,October,Base December 2011=100,Base = 100,
Consumer Price Index,1973,October,Base December 2016=100,Base = 100,
Consumer Price Index,1973,October,Base December 2023=100,Base = 100,
Consumer Price Index,1973,November,Base July 1914=100,Base = 100,1017.3
Consumer Price Index,1973,November,Base August 1947=100,Base = 100,318.9
Consumer Price Index,1973,November,Base August 1953=100,Base = 100,255.1
Consumer Price Index,1973,November,Base November 1968=100,Base = 100,156.8
Consumer Price Index,1973,November,Base November 1975=100,Base = 100,
Consumer Price Index,1973,November,Base November 1982=100,Base = 100,
Consumer Price Index,1973,November,Base November 1989=100,Base = 100,
Consumer Price Index,1973,November,Base November 1996=100,Base = 100,
Consumer Price Index,1973,November,Base December 2001=100,Base = 100,
Consumer Price Index,1973,November,Base December 2006=100,Base = 100,
Consumer Price Index,1973,November,Base December 2011=100,Base = 100,
Consumer Price Index,1973,November,Base December 2016=100,Base = 100,
Consumer Price Index,1973,November,Base December 2023=100,Base = 100,
Consumer Price Index,1973,December,Base July 1914=100,Base = 100,1017.3
Consumer Price Index,1973,December,Base August 1947=100,Base = 100,318.9
Consumer Price Index,1973,December,Base August 1953=100,Base = 100,255.1
Consumer Price Index,1973,December,Base November 1968=100,Base = 100,156.8
Consumer Price Index,1973,December,Base November 1975=100,Base = 100,
Consumer Price Index,1973,December,Base November 1982=100,Base = 100,
Consumer Price Index,1973,December,Base November 1989=100,Base = 100,
Consumer Price Index,1973,December,Base November 1996=100,Base = 100,
Consumer Price Index,1973,December,Base December 2001=100,Base = 100,
Consumer Price Index,1973,December,Base December 2006=100,Base = 100,
Consumer Price Index,1973,December,Base December 2011=100,Base = 100,
Consumer Price Index,1973,December,Base December 2016=100,Base = 100,
Consumer Price Index,1973,December,Base December 2023=100,Base = 100,
Consumer Price Index,1974,January,Base July 1914=100,Base = 100,1065.3
Consumer Price Index,1974,January,Base August 1947=100,Base = 100,333.9
Consumer Price Index,1974,January,Base August 1953=100,Base = 100,267.2
Consumer Price Index,1974,January,Base November 1968=100,Base = 100,164.2
Consumer Price Index,1974,January,Base November 1975=100,Base = 100,
Consumer Price Index,1974,January,Base November 1982=100,Base = 100,
Consumer Price Index,1974,January,Base November 1989=100,Base = 100,
Consumer Price Index,1974,January,Base November 1996=100,Base = 100,
Consumer Price Index,1974,January,Base December 2001=100,Base = 100,
Consumer Price Index,1974,January,Base December 2006=100,Base = 100,
Consumer Price Index,1974,January,Base December 2011=100,Base = 100,
Consumer Price Index,1974,January,Base December 2016=100,Base = 100,
Consumer Price Index,1974,January,Base December 2023=100,Base = 100,
Consumer Price Index,1974,February,Base July 1914=100,Base = 100,1065.3
Consumer Price Index,1974,February,Base August 1947=100,Base = 100,333.9
Consumer Price Index,1974,February,Base August 1953=100,Base = 100,267.2
Consumer Price Index,1974,February,Base November 1968=100,Base = 100,164.2
Consumer Price Index,1974,February,Base November 1975=100,Base = 100,
Consumer Price Index,1974,February,Base November 1982=100,Base = 100,
Consumer Price Index,1974,February,Base November 1989=100,Base = 100,
Consumer Price Index,1974,February,Base November 1996=100,Base = 100,
Consumer Price Index,1974,February,Base December 2001=100,Base = 100,
Consumer Price Index,1974,February,Base December 2006=100,Base = 100,
Consumer Price Index,1974,February,Base December 2011=100,Base = 100,
Consumer Price Index,1974,February,Base December 2016=100,Base = 100,
Consumer Price Index,1974,February,Base December 2023=100,Base = 100,
Consumer Price Index,1974,March,Base July 1914=100,Base = 100,1065.3
Consumer Price Index,1974,March,Base August 1947=100,Base = 100,333.9
Consumer Price Index,1974,March,Base August 1953=100,Base = 100,267.2
Consumer Price Index,1974,March,Base November 1968=100,Base = 100,164.2
Consumer Price Index,1974,March,Base November 1975=100,Base = 100,
Consumer Price Index,1974,March,Base November 1982=100,Base = 100,
Consumer Price Index,1974,March,Base November 1989=100,Base = 100,
Consumer Price Index,1974,March,Base November 1996=100,Base = 100,
Consumer Price Index,1974,March,Base December 2001=100,Base = 100,
Consumer Price Index,1974,March,Base December 2006=100,Base = 100,
Consumer Price Index,1974,March,Base December 2011=100,Base = 100,
Consumer Price Index,1974,March,Base December 2016=100,Base = 100,
Consumer Price Index,1974,March,Base December 2023=100,Base = 100,
Consumer Price Index,1974,April,Base July 1914=100,Base = 100,1124.3
Consumer Price Index,1974,April,Base August 1947=100,Base = 100,352.4
Consumer Price Index,1974,April,Base August 1953=100,Base = 100,282
Consumer Price Index,1974,April,Base November 1968=100,Base = 100,173.3
Consumer Price Index,1974,April,Base November 1975=100,Base = 100,
Consumer Price Index,1974,April,Base November 1982=100,Base = 100,
Consumer Price Index,1974,April,Base November 1989=100,Base = 100,
Consumer Price Index,1974,April,Base November 1996=100,Base = 100,
